    energy      energy-dH0       rate(s-1)     lifetime(s)
   69930.0    59263.6     1.932000e10    5.175982e-11
   69940.0    59273.6     1.933038e10    5.173205e-11
   69950.0    59283.6     1.934075e10    5.170430e-11
   69960.0    59293.6     1.935113e10    5.167658e-11
   69970.0    59303.6     1.936151e10    5.164887e-11
   69980.0    59313.6     1.937189e10    5.162119e-11
   69990.0    59323.6     1.938228e10    5.159353e-11
   70000.0    59333.6     1.939267e10    5.156589e-11
   70010.0    59343.6     1.940306e10    5.153827e-11
   70020.0    59353.6     1.941345e10    5.151067e-11
   70030.0    59363.6     1.942385e10    5.148310e-11
   70040.0    59373.6     1.943425e10    5.145555e-11
   70050.0    59383.6     1.944465e10    5.142801e-11
   70060.0    59393.6     1.945506e10    5.140050e-11
   70070.0    59403.6     1.946547e10    5.137302e-11
   70080.0    59413.6     1.947588e10    5.134555e-11
   70090.0    59423.6     1.948630e10    5.131811e-11
   70100.0    59433.6     1.949672e10    5.129068e-11
   70110.0    59443.6     1.950714e10    5.126328e-11
   70120.0    59453.6     1.951757e10    5.123590e-11
   70130.0    59463.6     1.952799e10    5.120854e-11
   70140.0    59473.6     1.953842e10    5.118120e-11
   70150.0    59483.6     1.954886e10    5.115389e-11
   70160.0    59493.6     1.955929e10    5.112659e-11
   70170.0    59503.6     1.956973e10    5.109932e-11
   70180.0    59513.6     1.958018e10    5.107207e-11
   70190.0    59523.6     1.959062e10    5.104483e-11
   70200.0    59533.6     1.960107e10    5.101763e-11
   70210.0    59543.6     1.961152e10    5.099044e-11
   70220.0    59553.6     1.962197e10    5.096327e-11
   70230.0    59563.6     1.963243e10    5.093612e-11
   70240.0    59573.6     1.964289e10    5.090900e-11
   70250.0    59583.6     1.965336e10    5.088190e-11
   70260.0    59593.6     1.966382e10    5.085481e-11
   70270.0    59603.6     1.967429e10    5.082775e-11
   70280.0    59613.6     1.968476e10    5.080071e-11
   70290.0    59623.6     1.969524e10    5.077369e-11
   70300.0    59633.6     1.970572e10    5.074670e-11
   70310.0    59643.6     1.971620e10    5.071972e-11
   70320.0    59653.6     1.972668e10    5.069276e-11
   70330.0    59663.6     1.973717e10    5.066583e-11
   70340.0    59673.6     1.974766e10    5.063892e-11
   70350.0    59683.6     1.975815e10    5.061202e-11
   70360.0    59693.6     1.976865e10    5.058515e-11
   70370.0    59703.6     1.977915e10    5.055830e-11
   70380.0    59713.6     1.978965e10    5.053147e-11
   70390.0    59723.6     1.980015e10    5.050466e-11
   70400.0    59733.6     1.981066e10    5.047788e-11
   70410.0    59743.6     1.982117e10    5.045111e-11
   70420.0    59753.6     1.983168e10    5.042436e-11
   70430.0    59763.6     1.984220e10    5.039764e-11
   70440.0    59773.6     1.985272e10    5.037093e-11
   70450.0    59783.6     1.986324e10    5.034425e-11
   70460.0    59793.6     1.987377e10    5.031759e-11
   70470.0    59803.6     1.988430e10    5.029094e-11
   70480.0    59813.6     1.989483e10    5.026432e-11
   70490.0    59823.6     1.990536e10    5.023772e-11
   70500.0    59833.6     1.991590e10    5.021114e-11
   70510.0    59843.6     1.992644e10    5.018458e-11
   70520.0    59853.6     1.993698e10    5.015804e-11
   70530.0    59863.6     1.994753e10    5.013152e-11
   70540.0    59873.6     1.995808e10    5.010503e-11
   70550.0    59883.6     1.996863e10    5.007855e-11
   70560.0    59893.6     1.997918e10    5.005209e-11
   70570.0    59903.6     1.998974e10    5.002566e-11
   70580.0    59913.6     2.000030e10    4.999924e-11
   70590.0    59923.6     2.001087e10    4.997285e-11
   70600.0    59933.6     2.002143e10    4.994647e-11
   70610.0    59943.6     2.003200e10    4.992012e-11
   70620.0    59953.6     2.004258e10    4.989378e-11
   70630.0    59963.6     2.005315e10    4.986747e-11
   70640.0    59973.6     2.006373e10    4.984118e-11
   70650.0    59983.6     2.007431e10    4.981491e-11
   70660.0    59993.6     2.008490e10    4.978865e-11
   70670.0    60003.6     2.009549e10    4.976242e-11
   70680.0    60013.6     2.010608e10    4.973621e-11
   70690.0    60023.6     2.011667e10    4.971002e-11
   70700.0    60033.6     2.012727e10    4.968385e-11
   70710.0    60043.6     2.013786e10    4.965770e-11
   70720.0    60053.6     2.014847e10    4.963157e-11
   70730.0    60063.6     2.015907e10    4.960546e-11
   70740.0    60073.6     2.016968e10    4.957937e-11
   70750.0    60083.6     2.018029e10    4.955330e-11
   70760.0    60093.6     2.019091e10    4.952725e-11
   70770.0    60103.6     2.020152e10    4.950122e-11
   70780.0    60113.6     2.021214e10    4.947521e-11
   70790.0    60123.6     2.022277e10    4.944922e-11
   70800.0    60133.6     2.023339e10    4.942325e-11
   70810.0    60143.6     2.024402e10    4.939730e-11
   70820.0    60153.6     2.025465e10    4.937137e-11
   70830.0    60163.6     2.026529e10    4.934546e-11
   70840.0    60173.6     2.027593e10    4.931957e-11
   70850.0    60183.6     2.028657e10    4.929370e-11
   70860.0    60193.6     2.029721e10    4.926785e-11
   70870.0    60203.6     2.030786e10    4.924202e-11
   70880.0    60213.6     2.031851e10    4.921622e-11
   70890.0    60223.6     2.032916e10    4.919043e-11
   70900.0    60233.6     2.033981e10    4.916466e-11
   70910.0    60243.6     2.035047e10    4.913891e-11
   70920.0    60253.6     2.036113e10    4.911318e-11
   70930.0    60263.6     2.037180e10    4.908747e-11
   70940.0    60273.6     2.038247e10    4.906178e-11
   70950.0    60283.6     2.039314e10    4.903611e-11
   70960.0    60293.6     2.040381e10    4.901045e-11
   70970.0    60303.6     2.041449e10    4.898482e-11
   70980.0    60313.6     2.042517e10    4.895921e-11
   70990.0    60323.6     2.043585e10    4.893362e-11
   71000.0    60333.6     2.044653e10    4.890805e-11
   71010.0    60343.6     2.045722e10    4.888250e-11
   71020.0    60353.6     2.046791e10    4.885696e-11
   71030.0    60363.6     2.047861e10    4.883145e-11
   71040.0    60373.6     2.048930e10    4.880596e-11
   71050.0    60383.6     2.050000e10    4.878048e-11
   71060.0    60393.6     2.051070e10    4.875503e-11
   71070.0    60403.6     2.052141e10    4.872959e-11
   71080.0    60413.6     2.053212e10    4.870418e-11
   71090.0    60423.6     2.054283e10    4.867878e-11
   71100.0    60433.6     2.055355e10    4.865341e-11
   71110.0    60443.6     2.056426e10    4.862805e-11
   71120.0    60453.6     2.057498e10    4.860271e-11
   71130.0    60463.6     2.058571e10    4.857740e-11
   71140.0    60473.6     2.059643e10    4.855210e-11
   71150.0    60483.6     2.060716e10    4.852682e-11
   71160.0    60493.6     2.061789e10    4.850156e-11
   71170.0    60503.6     2.062863e10    4.847632e-11
   71180.0    60513.6     2.063937e10    4.845110e-11
   71190.0    60523.6     2.065011e10    4.842590e-11
   71200.0    60533.6     2.066085e10    4.840071e-11
   71210.0    60543.6     2.067160e10    4.837555e-11
   71220.0    60553.6     2.068235e10    4.835041e-11
   71230.0    60563.6     2.069310e10    4.832528e-11
   71240.0    60573.6     2.070386e10    4.830018e-11
   71250.0    60583.6     2.071462e10    4.827509e-11
   71260.0    60593.6     2.072538e10    4.825002e-11
   71270.0    60603.6     2.073614e10    4.822498e-11
   71280.0    60613.6     2.074691e10    4.819995e-11
   71290.0    60623.6     2.075768e10    4.817494e-11
   71300.0    60633.6     2.076845e10    4.814995e-11
   71310.0    60643.6     2.077923e10    4.812498e-11
   71320.0    60653.6     2.079001e10    4.810002e-11
   71330.0    60663.6     2.080079e10    4.807509e-11
   71340.0    60673.6     2.081158e10    4.805018e-11
   71350.0    60683.6     2.082237e10    4.802528e-11
   71360.0    60693.6     2.083316e10    4.800041e-11
   71370.0    60703.6     2.084395e10    4.797555e-11
   71380.0    60713.6     2.085475e10    4.795071e-11
   71390.0    60723.6     2.086555e10    4.792589e-11
   71400.0    60733.6     2.087635e10    4.790109e-11
   71410.0    60743.6     2.088716e10    4.787631e-11
   71420.0    60753.6     2.089797e10    4.785155e-11
   71430.0    60763.6     2.090878e10    4.782680e-11
   71440.0    60773.6     2.091959e10    4.780208e-11
   71450.0    60783.6     2.093041e10    4.777737e-11
   71460.0    60793.6     2.094123e10    4.775269e-11
   71470.0    60803.6     2.095205e10    4.772802e-11
   71480.0    60813.6     2.096288e10    4.770337e-11
   71490.0    60823.6     2.097371e10    4.767874e-11
   71500.0    60833.6     2.098454e10    4.765413e-11
   71510.0    60843.6     2.099538e10    4.762953e-11
   71520.0    60853.6     2.100622e10    4.760496e-11
   71530.0    60863.6     2.101706e10    4.758040e-11
   71540.0    60873.6     2.102790e10    4.755586e-11
   71550.0    60883.6     2.103875e10    4.753135e-11
   71560.0    60893.6     2.104960e10    4.750685e-11
   71570.0    60903.6     2.106045e10    4.748236e-11
   71580.0    60913.6     2.107131e10    4.745790e-11
   71590.0    60923.6     2.108217e10    4.743346e-11
   71600.0    60933.6     2.109303e10    4.740903e-11
   71610.0    60943.6     2.110389e10    4.738463e-11
   71620.0    60953.6     2.111476e10    4.736024e-11
   71630.0    60963.6     2.112563e10    4.733587e-11
   71640.0    60973.6     2.113650e10    4.731152e-11
   71650.0    60983.6     2.114738e10    4.728718e-11
   71660.0    60993.6     2.115826e10    4.726287e-11
   71670.0    61003.6     2.116914e10    4.723857e-11
   71680.0    61013.6     2.118003e10    4.721429e-11
   71690.0    61023.6     2.119091e10    4.719004e-11
   71700.0    61033.6     2.120181e10    4.716579e-11
   71710.0    61043.6     2.121270e10    4.714157e-11
   71720.0    61053.6     2.122360e10    4.711737e-11
   71730.0    61063.6     2.123450e10    4.709318e-11
   71740.0    61073.6     2.124540e10    4.706901e-11
   71750.0    61083.6     2.125630e10    4.704487e-11
   71760.0    61093.6     2.126721e10    4.702073e-11
   71770.0    61103.6     2.127813e10    4.699662e-11
   71780.0    61113.6     2.128904e10    4.697253e-11
   71790.0    61123.6     2.129996e10    4.694845e-11
   71800.0    61133.6     2.131088e10    4.692439e-11
   71810.0    61143.6     2.132180e10    4.690035e-11
   71820.0    61153.6     2.133273e10    4.687633e-11
   71830.0    61163.6     2.134366e10    4.685233e-11
   71840.0    61173.6     2.135459e10    4.682834e-11
   71850.0    61183.6     2.136552e10    4.680438e-11
   71860.0    61193.6     2.137646e10    4.678043e-11
   71870.0    61203.6     2.138740e10    4.675650e-11
   71880.0    61213.6     2.139835e10    4.673258e-11
   71890.0    61223.6     2.140929e10    4.670869e-11
   71900.0    61233.6     2.142024e10    4.668481e-11
   71910.0    61243.6     2.143120e10    4.666095e-11
   71920.0    61253.6     2.144215e10    4.663711e-11
   71930.0    61263.6     2.145311e10    4.661329e-11
   71940.0    61273.6     2.146407e10    4.658948e-11
   71950.0    61283.6     2.147504e10    4.656570e-11
   71960.0    61293.6     2.148600e10    4.654193e-11
   71970.0    61303.6     2.149697e10    4.651818e-11
   71980.0    61313.6     2.150795e10    4.649444e-11
   71990.0    61323.6     2.151892e10    4.647073e-11
   72000.0    61333.6     2.152990e10    4.644703e-11
   72010.0    61343.6     2.154088e10    4.642335e-11
   72020.0    61353.6     2.155187e10    4.639969e-11
   72030.0    61363.6     2.156286e10    4.637604e-11
   72040.0    61373.6     2.157385e10    4.635242e-11
   72050.0    61383.6     2.158484e10    4.632881e-11
   72060.0    61393.6     2.159584e10    4.630522e-11
   72070.0    61403.6     2.160684e10    4.628165e-11
   72080.0    61413.6     2.161784e10    4.625809e-11
   72090.0    61423.6     2.162885e10    4.623455e-11
   72100.0    61433.6     2.163985e10    4.621103e-11
   72110.0    61443.6     2.165086e10    4.618753e-11
   72120.0    61453.6     2.166188e10    4.616405e-11
   72130.0    61463.6     2.167290e10    4.614058e-11
   72140.0    61473.6     2.168392e10    4.611713e-11
   72150.0    61483.6     2.169494e10    4.609370e-11
   72160.0    61493.6     2.170596e10    4.607029e-11
   72170.0    61503.6     2.171699e10    4.604689e-11
   72180.0    61513.6     2.172803e10    4.602351e-11
   72190.0    61523.6     2.173906e10    4.600015e-11
   72200.0    61533.6     2.175010e10    4.597680e-11
   72210.0    61543.6     2.176114e10    4.595348e-11
   72220.0    61553.6     2.177218e10    4.593017e-11
   72230.0    61563.6     2.178323e10    4.590688e-11
   72240.0    61573.6     2.179428e10    4.588360e-11
   72250.0    61583.6     2.180533e10    4.586035e-11
   72260.0    61593.6     2.181638e10    4.583711e-11
   72270.0    61603.6     2.182744e10    4.581389e-11
   72280.0    61613.6     2.183850e10    4.579068e-11
   72290.0    61623.6     2.184957e10    4.576750e-11
   72300.0    61633.6     2.186063e10    4.574433e-11
   72310.0    61643.6     2.187170e10    4.572117e-11
   72320.0    61653.6     2.188278e10    4.569804e-11
   72330.0    61663.6     2.189385e10    4.567492e-11
   72340.0    61673.6     2.190493e10    4.565182e-11
   72350.0    61683.6     2.191601e10    4.562874e-11
   72360.0    61693.6     2.192710e10    4.560567e-11
   72370.0    61703.6     2.193818e10    4.558262e-11
   72380.0    61713.6     2.194927e10    4.555959e-11
   72390.0    61723.6     2.196037e10    4.553658e-11
   72400.0    61733.6     2.197146e10    4.551358e-11
   72410.0    61743.6     2.198256e10    4.549060e-11
   72420.0    61753.6     2.199366e10    4.546764e-11
   72430.0    61763.6     2.200477e10    4.544469e-11
   72440.0    61773.6     2.201588e10    4.542177e-11
   72450.0    61783.6     2.202699e10    4.539885e-11
   72460.0    61793.6     2.203810e10    4.537596e-11
   72470.0    61803.6     2.204922e10    4.535308e-11
   72480.0    61813.6     2.206034e10    4.533022e-11
   72490.0    61823.6     2.207146e10    4.530738e-11
   72500.0    61833.6     2.208258e10    4.528455e-11
   72510.0    61843.6     2.209371e10    4.526175e-11
   72520.0    61853.6     2.210484e10    4.523895e-11
   72530.0    61863.6     2.211598e10    4.521618e-11
   72540.0    61873.6     2.212711e10    4.519342e-11
   72550.0    61883.6     2.213825e10    4.517068e-11
   72560.0    61893.6     2.214940e10    4.514795e-11
   72570.0    61903.6     2.216054e10    4.512525e-11
   72580.0    61913.6     2.217169e10    4.510256e-11
   72590.0    61923.6     2.218284e10    4.507988e-11
   72600.0    61933.6     2.219400e10    4.505723e-11
   72610.0    61943.6     2.220516e10    4.503459e-11
   72620.0    61953.6     2.221632e10    4.501196e-11
   72630.0    61963.6     2.222748e10    4.498936e-11
   72640.0    61973.6     2.223864e10    4.496677e-11
   72650.0    61983.6     2.224981e10    4.494420e-11
   72660.0    61993.6     2.226099e10    4.492164e-11
   72670.0    62003.6     2.227216e10    4.489910e-11
   72680.0    62013.6     2.228334e10    4.487658e-11
   72690.0    62023.6     2.229452e10    4.485407e-11
   72700.0    62033.6     2.230570e10    4.483159e-11
   72710.0    62043.6     2.231689e10    4.480911e-11
   72720.0    62053.6     2.232808e10    4.478666e-11
   72730.0    62063.6     2.233927e10    4.476422e-11
   72740.0    62073.6     2.235047e10    4.474180e-11
   72750.0    62083.6     2.236166e10    4.471939e-11
   72760.0    62093.6     2.237286e10    4.469700e-11
   72770.0    62103.6     2.238407e10    4.467463e-11
   72780.0    62113.6     2.239528e10    4.465227e-11
   72790.0    62123.6     2.240649e10    4.462994e-11
   72800.0    62133.6     2.241770e10    4.460761e-11
   72810.0    62143.6     2.242891e10    4.458531e-11
   72820.0    62153.6     2.244013e10    4.456302e-11
   72830.0    62163.6     2.245135e10    4.454074e-11
   72840.0    62173.6     2.246258e10    4.451849e-11
   72850.0    62183.6     2.247381e10    4.449625e-11
   72860.0    62193.6     2.248504e10    4.447402e-11
   72870.0    62203.6     2.249627e10    4.445182e-11
   72880.0    62213.6     2.250750e10    4.442963e-11
   72890.0    62223.6     2.251874e10    4.440745e-11
   72900.0    62233.6     2.252999e10    4.438529e-11
   72910.0    62243.6     2.254123e10    4.436315e-11
   72920.0    62253.6     2.255248e10    4.434103e-11
   72930.0    62263.6     2.256373e10    4.431892e-11
   72940.0    62273.6     2.257498e10    4.429683e-11
   72950.0    62283.6     2.258624e10    4.427475e-11
   72960.0    62293.6     2.259750e10    4.425269e-11
   72970.0    62303.6     2.260876e10    4.423065e-11
   72980.0    62313.6     2.262002e10    4.420862e-11
   72990.0    62323.6     2.263129e10    4.418661e-11
   73000.0    62333.6     2.264256e10    4.416461e-11
   73010.0    62343.6     2.265384e10    4.414263e-11
   73020.0    62353.6     2.266511e10    4.412067e-11
   73030.0    62363.6     2.267639e10    4.409872e-11
   73040.0    62373.6     2.268768e10    4.407679e-11
   73050.0    62383.6     2.269896e10    4.405488e-11
   73060.0    62393.6     2.271025e10    4.403298e-11
   73070.0    62403.6     2.272154e10    4.401110e-11
   73080.0    62413.6     2.273283e10    4.398924e-11
   73090.0    62423.6     2.274413e10    4.396739e-11
   73100.0    62433.6     2.275543e10    4.394555e-11
   73110.0    62443.6     2.276673e10    4.392373e-11
   73120.0    62453.6     2.277804e10    4.390193e-11
   73130.0    62463.6     2.278935e10    4.388015e-11
   73140.0    62473.6     2.280066e10    4.385838e-11
   73150.0    62483.6     2.281197e10    4.383663e-11
   73160.0    62493.6     2.282329e10    4.381489e-11
   73170.0    62503.6     2.283461e10    4.379317e-11
   73180.0    62513.6     2.284594e10    4.377146e-11
   73190.0    62523.6     2.285726e10    4.374977e-11
   73200.0    62533.6     2.286859e10    4.372810e-11
   73210.0    62543.6     2.287992e10    4.370644e-11
   73220.0    62553.6     2.289126e10    4.368480e-11
   73230.0    62563.6     2.290259e10    4.366318e-11
   73240.0    62573.6     2.291394e10    4.364157e-11
   73250.0    62583.6     2.292528e10    4.361997e-11
   73260.0    62593.6     2.293663e10    4.359839e-11
   73270.0    62603.6     2.294797e10    4.357683e-11
   73280.0    62613.6     2.295933e10    4.355528e-11
   73290.0    62623.6     2.297068e10    4.353375e-11
   73300.0    62633.6     2.298204e10    4.351224e-11
   73310.0    62643.6     2.299340e10    4.349074e-11
   73320.0    62653.6     2.300476e10    4.346926e-11
   73330.0    62663.6     2.301613e10    4.344779e-11
   73340.0    62673.6     2.302750e10    4.342634e-11
   73350.0    62683.6     2.303887e10    4.340490e-11
   73360.0    62693.6     2.305025e10    4.338348e-11
   73370.0    62703.6     2.306163e10    4.336208e-11
   73380.0    62713.6     2.307301e10    4.334069e-11
   73390.0    62723.6     2.308439e10    4.331931e-11
   73400.0    62733.6     2.309578e10    4.329796e-11
   73410.0    62743.6     2.310717e10    4.327661e-11
   73420.0    62753.6     2.311856e10    4.325529e-11
   73430.0    62763.6     2.312996e10    4.323398e-11
   73440.0    62773.6     2.314136e10    4.321268e-11
   73450.0    62783.6     2.315276e10    4.319140e-11
   73460.0    62793.6     2.316416e10    4.317014e-11
   73470.0    62803.6     2.317557e10    4.314889e-11
   73480.0    62813.6     2.318698e10    4.312765e-11
   73490.0    62823.6     2.319839e10    4.310644e-11
   73500.0    62833.6     2.320981e10    4.308524e-11
   73510.0    62843.6     2.322123e10    4.306405e-11
   73520.0    62853.6     2.323265e10    4.304288e-11
   73530.0    62863.6     2.324407e10    4.302172e-11
   73540.0    62873.6     2.325550e10    4.300058e-11
   73550.0    62883.6     2.326693e10    4.297946e-11
   73560.0    62893.6     2.327836e10    4.295835e-11
   73570.0    62903.6     2.328980e10    4.293725e-11
   73580.0    62913.6     2.330124e10    4.291617e-11
   73590.0    62923.6     2.331268e10    4.289511e-11
   73600.0    62933.6     2.332413e10    4.287406e-11
   73610.0    62943.6     2.333557e10    4.285303e-11
   73620.0    62953.6     2.334702e10    4.283201e-11
   73630.0    62963.6     2.335848e10    4.281101e-11
   73640.0    62973.6     2.336993e10    4.279002e-11
   73650.0    62983.6     2.338139e10    4.276905e-11
   73660.0    62993.6     2.339286e10    4.274810e-11
   73670.0    63003.6     2.340432e10    4.272715e-11
   73680.0    63013.6     2.341579e10    4.270623e-11
   73690.0    63023.6     2.342726e10    4.268532e-11
   73700.0    63033.6     2.343873e10    4.266442e-11
   73710.0    63043.6     2.345021e10    4.264354e-11
   73720.0    63053.6     2.346169e10    4.262268e-11
   73730.0    63063.6     2.347317e10    4.260183e-11
   73740.0    63073.6     2.348466e10    4.258099e-11
   73750.0    63083.6     2.349614e10    4.256017e-11
   73760.0    63093.6     2.350764e10    4.253937e-11
   73770.0    63103.6     2.351913e10    4.251858e-11
   73780.0    63113.6     2.353063e10    4.249781e-11
   73790.0    63123.6     2.354213e10    4.247705e-11
   73800.0    63133.6     2.355363e10    4.245630e-11
   73810.0    63143.6     2.356513e10    4.243557e-11
   73820.0    63153.6     2.357664e10    4.241486e-11
   73830.0    63163.6     2.358815e10    4.239416e-11
   73840.0    63173.6     2.359967e10    4.237348e-11
   73850.0    63183.6     2.361119e10    4.235281e-11
   73860.0    63193.6     2.362271e10    4.233215e-11
   73870.0    63203.6     2.363423e10    4.231151e-11
   73880.0    63213.6     2.364575e10    4.229089e-11
   73890.0    63223.6     2.365728e10    4.227028e-11
   73900.0    63233.6     2.366881e10    4.224969e-11
   73910.0    63243.6     2.368035e10    4.222911e-11
   73920.0    63253.6     2.369189e10    4.220854e-11
   73930.0    63263.6     2.370343e10    4.218799e-11
   73940.0    63273.6     2.371497e10    4.216746e-11
   73950.0    63283.6     2.372651e10    4.214694e-11
   73960.0    63293.6     2.373806e10    4.212644e-11
   73970.0    63303.6     2.374962e10    4.210595e-11
   73980.0    63313.6     2.376117e10    4.208547e-11
   73990.0    63323.6     2.377273e10    4.206501e-11
   74000.0    63333.6     2.378429e10    4.204456e-11
   74010.0    63343.6     2.379585e10    4.202413e-11
   74020.0    63353.6     2.380742e10    4.200372e-11
   74030.0    63363.6     2.381899e10    4.198332e-11
   74040.0    63373.6     2.383056e10    4.196293e-11
   74050.0    63383.6     2.384213e10    4.194256e-11
   74060.0    63393.6     2.385371e10    4.192220e-11
   74070.0    63403.6     2.386529e10    4.190186e-11
   74080.0    63413.6     2.387687e10    4.188153e-11
   74090.0    63423.6     2.388846e10    4.186122e-11
   74100.0    63433.6     2.390005e10    4.184092e-11
   74110.0    63443.6     2.391164e10    4.182063e-11
   74120.0    63453.6     2.392324e10    4.180037e-11
   74130.0    63463.6     2.393483e10    4.178011e-11
   74140.0    63473.6     2.394643e10    4.175987e-11
   74150.0    63483.6     2.395804e10    4.173965e-11
   74160.0    63493.6     2.396964e10    4.171943e-11
   74170.0    63503.6     2.398125e10    4.169924e-11
   74180.0    63513.6     2.399287e10    4.167906e-11
   74190.0    63523.6     2.400448e10    4.165889e-11
   74200.0    63533.6     2.401610e10    4.163874e-11
   74210.0    63543.6     2.402772e10    4.161860e-11
   74220.0    63553.6     2.403934e10    4.159847e-11
   74230.0    63563.6     2.405097e10    4.157837e-11
   74240.0    63573.6     2.406260e10    4.155827e-11
   74250.0    63583.6     2.407423e10    4.153819e-11
   74260.0    63593.6     2.408587e10    4.151812e-11
   74270.0    63603.6     2.409750e10    4.149807e-11
   74280.0    63613.6     2.410915e10    4.147804e-11
   74290.0    63623.6     2.412079e10    4.145801e-11
   74300.0    63633.6     2.413244e10    4.143800e-11
   74310.0    63643.6     2.414409e10    4.141801e-11
   74320.0    63653.6     2.415574e10    4.139803e-11
   74330.0    63663.6     2.416739e10    4.137807e-11
   74340.0    63673.6     2.417905e10    4.135812e-11
   74350.0    63683.6     2.419071e10    4.133818e-11
   74360.0    63693.6     2.420238e10    4.131826e-11
   74370.0    63703.6     2.421404e10    4.129835e-11
   74380.0    63713.6     2.422571e10    4.127846e-11
   74390.0    63723.6     2.423739e10    4.125858e-11
   74400.0    63733.6     2.424906e10    4.123871e-11
   74410.0    63743.6     2.426074e10    4.121886e-11
   74420.0    63753.6     2.427242e10    4.119902e-11
   74430.0    63763.6     2.428410e10    4.117920e-11
   74440.0    63773.6     2.429579e10    4.115939e-11
   74450.0    63783.6     2.430748e10    4.113960e-11
   74460.0    63793.6     2.431917e10    4.111982e-11
   74470.0    63803.6     2.433087e10    4.110005e-11
   74480.0    63813.6     2.434257e10    4.108030e-11
   74490.0    63823.6     2.435427e10    4.106056e-11
   74500.0    63833.6     2.436597e10    4.104084e-11
   74510.0    63843.6     2.437768e10    4.102113e-11
   74520.0    63853.6     2.438939e10    4.100144e-11
   74530.0    63863.6     2.440110e10    4.098176e-11
   74540.0    63873.6     2.441282e10    4.096209e-11
   74550.0    63883.6     2.442454e10    4.094244e-11
   74560.0    63893.6     2.443626e10    4.092280e-11
   74570.0    63903.6     2.444798e10    4.090317e-11
   74580.0    63913.6     2.445971e10    4.088356e-11
   74590.0    63923.6     2.447144e10    4.086396e-11
   74600.0    63933.6     2.448317e10    4.084438e-11
   74610.0    63943.6     2.449491e10    4.082481e-11
   74620.0    63953.6     2.450665e10    4.080526e-11
   74630.0    63963.6     2.451839e10    4.078572e-11
   74640.0    63973.6     2.453013e10    4.076619e-11
   74650.0    63983.6     2.454188e10    4.074668e-11
   74660.0    63993.6     2.455363e10    4.072718e-11
   74670.0    64003.6     2.456538e10    4.070769e-11
   74680.0    64013.6     2.457714e10    4.068822e-11
   74690.0    64023.6     2.458890e10    4.066877e-11
   74700.0    64033.6     2.460066e10    4.064932e-11
   74710.0    64043.6     2.461242e10    4.062989e-11
   74720.0    64053.6     2.462419e10    4.061048e-11
   74730.0    64063.6     2.463596e10    4.059107e-11
   74740.0    64073.6     2.464773e10    4.057169e-11
   74750.0    64083.6     2.465951e10    4.055231e-11
   74760.0    64093.6     2.467129e10    4.053295e-11
   74770.0    64103.6     2.468307e10    4.051360e-11
   74780.0    64113.6     2.469485e10    4.049427e-11
   74790.0    64123.6     2.470664e10    4.047495e-11
   74800.0    64133.6     2.471843e10    4.045565e-11
   74810.0    64143.6     2.473022e10    4.043635e-11
   74820.0    64153.6     2.474202e10    4.041708e-11
   74830.0    64163.6     2.475382e10    4.039781e-11
   74840.0    64173.6     2.476562e10    4.037856e-11
   74850.0    64183.6     2.477742e10    4.035932e-11
   74860.0    64193.6     2.478923e10    4.034010e-11
   74870.0    64203.6     2.480104e10    4.032089e-11
   74880.0    64213.6     2.481285e10    4.030170e-11
   74890.0    64223.6     2.482467e10    4.028251e-11
   74900.0    64233.6     2.483649e10    4.026334e-11
   74910.0    64243.6     2.484831e10    4.024419e-11
   74920.0    64253.6     2.486013e10    4.022505e-11
   74930.0    64263.6     2.487196e10    4.020592e-11
   74940.0    64273.6     2.488379e10    4.018681e-11
   74950.0    64283.6     2.489562e10    4.016770e-11
   74960.0    64293.6     2.490746e10    4.014862e-11
   74970.0    64303.6     2.491930e10    4.012954e-11
   74980.0    64313.6     2.493114e10    4.011048e-11
   74990.0    64323.6     2.494298e10    4.009144e-11
   75000.0    64333.6     2.495483e10    4.007240e-11
   75010.0    64343.6     2.496668e10    4.005338e-11
   75020.0    64353.6     2.497853e10    4.003438e-11
   75030.0    64363.6     2.499039e10    4.001538e-11
   75040.0    64373.6     2.500225e10    3.999640e-11
   75050.0    64383.6     2.501411e10    3.997744e-11
   75060.0    64393.6     2.502597e10    3.995849e-11
   75070.0    64403.6     2.503784e10    3.993955e-11
   75080.0    64413.6     2.504971e10    3.992062e-11
   75090.0    64423.6     2.506158e10    3.990171e-11
   75100.0    64433.6     2.507346e10    3.988281e-11
   75110.0    64443.6     2.508534e10    3.986392e-11
   75120.0    64453.6     2.509722e10    3.984505e-11
   75130.0    64463.6     2.510910e10    3.982619e-11
   75140.0    64473.6     2.512099e10    3.980735e-11
   75150.0    64483.6     2.513288e10    3.978851e-11
   75160.0    64493.6     2.514477e10    3.976970e-11
   75170.0    64503.6     2.515667e10    3.975089e-11
   75180.0    64513.6     2.516857e10    3.973210e-11
   75190.0    64523.6     2.518047e10    3.971332e-11
   75200.0    64533.6     2.519237e10    3.969455e-11
   75210.0    64543.6     2.520428e10    3.967580e-11
   75220.0    64553.6     2.521619e10    3.965706e-11
   75230.0    64563.6     2.522810e10    3.963833e-11
   75240.0    64573.6     2.524002e10    3.961962e-11
   75250.0    64583.6     2.525194e10    3.960092e-11
   75260.0    64593.6     2.526386e10    3.958223e-11
   75270.0    64603.6     2.527578e10    3.956356e-11
   75280.0    64613.6     2.528771e10    3.954490e-11
   75290.0    64623.6     2.529964e10    3.952625e-11
